Πλατων Διονυσιῳ εὐ πραττεινδιατριψας ἐγω παρʼ ὑμιν χρονον τοσουτον και διοικων την ὑμετεραν ἀρχην πεπιστευμενος παντων μαλιστα τας ὠφελιας ὑμων λαμβανοντων τας διαβολας δυσχερεις οὐσας ὑπεμενονᾐδη γαρ ὁτι των ὠμοτερων οὐδεν ἐμου συνεθελοντος ὑμιν δοξει πεπραχθαιπαντες γαρ οἱ συμπολιτευομενοι μεθʼ ὑμων ὑπαρχουσι μοι μαρτυρες ὡν ἐγω πολλοις συνηγωνισαμην ἀπολυσας αὐτους οὐ σμικρας ζημιαςαὐτοκρατωρ δε πολλακις την ὑμετεραν πολιν διαφυλαξας ἀπεπεμφθην ἀτιμοτερον ἠ πτωχον ὑμων ἀποστελλοντων προσηκει και κελευοντων ἐκπλευσαι τοσουτον παρʼ ὑμιν διατριψαντα χρονονἐγω μεν οὐν περι ἐμαυτου βουλευσομαι το λοιπον τροπον ἀπανθρωποτερον συ δε τοιουτος ὠν τυραννος οἰκησεις μονοςτο δε χρυσιον το λαμπρον ὁπερ ἐδωκας εἰς ἀποστολην ἀγει σοι Βακχειος ὁ την ἐπιστολην φερων	036
οὐτε γαρ ἐφοδιον ἐκεινο γʼ ἠν ἱκανον οὐτε προς τον ἀλλον βιον συμφερον ἀδοξιαν δε πλειστην τῳ διδοντι σοι παρασκευαζον οὐ πολλῳ δε ἐλαττω κἀμοι λαμβανοντι διοπερ οὐ λαμβανωσοι δʼ οὐδεν διαφερει δηλον ὁτι και λαβειν και δουναι τοσουτον ὡστε κομισαμενος ἀλλον τινα των ἑταιρων θεραπευσον ὡσπερ ἐμεκἀγω γαρ ἱκανως ὑπο σου τεθεραπευμαικαι μοι το του Εὐριπιδου κατα καιρον ἐστιν εἰπειν ὁτι σοι πραγματων ἀλλων ποτε συμπεσοντων—εὐξῃ τοιουτον ἀνδρα σοι παρεσταναιὑπομνησαι δε σε βουλομαι διοτι και των ἀλλων τραγῳδοποιων οἱ πλειστοι ὁταν ὑπο τινος ἀποθνῃσκοντα τυραννον εἰσαγωσιν ἀναβοωντα ποιουσιν— φιλων ἐρημος ὠ ταλας ἀπολλυμαιχρυσιου δε σπανει ἀπολλυμενον οὐδεις πεποιηκεν	036
κἀκεινο δε το ποιημα τοις νουν ἐχουσιν οὐ κακως ἐχειν δοκει— οὐ χρυσος ἀγλαος σπανιωτατος ἐν θνατων δυσελπι στῳ βιῳ οὐδʼ ἀδαμας οὐδʼ ἀργυρου κλιναι προς ἀνθρωπον δοκιμαζομενʼ ἀστραπτει προς ὀψειςοὐδε γαιας εὐρυπεδου γονιμοι βριθοντες αὐταρκεις γυαι ὡς ἀγαθων ἀνδρων ὁμοφραδμων νοησιςἐρρωσο και γιγνωσκε τοσουτον ἡμων διημαρτηκως ἱνα προς τους ἀλλους βελτιον προσφερῃΠλατων Διονυσιῳ εὐ πραττεινἠκουσα Ἀρχεδημου ὁτι συ ἡγῃ χρηναι περι σου μη μονον ἐμε ἡσυχιαν ἀγειν ἀλλα και τους ἐμους ἐπιτηδειους του φλαυρον τι ποιειν ἠ λεγειν περι σεΔιωνα δε μονον ἐξαιρετον ποιῃοὑτος δε ὁ λογος σημαινει το Διωνα ἐξαιρετον εἰναι ὁτι οὐκ ἀρχω ἐγω των ἐμων ἐπιτηδειων	036
εἰ γαρ ἠρχον ἐγω οὑτω των τε ἀλλων και σου και Διωνος πλειω ἀν ἠν ἡμιν τε πασιν ἀγαθα τοις τε ἀλλοις Ἑλλησιν ὡς ἐγω φημινυν δε μεγας ἐγω εἰμι ἐμαυτον παρεχων τῳ ἐμῳ λογῳ ἑπομενονκαι ταυτα λεγω ὡς οὐχ ὑγιες τι Κρατιστολου και Πολυξενου προς σε εἰρηκοτων ὡν φασι λεγειν τον ἑτερον ὁτι ἀκουοι Ὀλυμπιασι πολλων τινων των μετʼ ἐμου σε κακηγορουντωνἰσως γαρ ὀξυτερον ἐμου ἀκουειἐγω μεν γαρ οὐκ ἠκουσαχρη δε ὡς ἐμοι δοκει οὑτωσι σε ποιειν του λοιπου ὁταν τι τοιουτον λεγῃ τις περι ἡμων τινος γραμματα πεμψαντα ἐμε ἐρεσθαιἐγω γαρ τἀληθη λεγειν οὐτε ὀκνησω οὐτε αἰσχυνουμαι	036
ἐμοι δε δη και σοι τα προς ἀλληλους οὑτωσι τυγχανει ἐχονταοὐτε αὐτοι ἀν ἀγνωτες ἐσμεν οὐδενι Ἑλληνων ὡς ἐπος εἰπειν οὐτε ἡ συνουσια ἡμων σιγαταιμη λανθανετω δε σε ὁτι οὐδʼ εἰς τον ἐπειτα χρονον σιγηθησεταιτοιουτοι οἱ παραδεδεγμενοι εἰσιν αὐτην ἁτε οὐκ ὀλιγην γεγενημενην οὐδʼ ἠρεματι οὐν δη λεγω νυνιἐρω ἀνωθεν ἀρξαμενοςπεφυκε συνιεναι εἰς ταὐτον φρονησις τε και δυναμις μεγαλη και ταυτʼ ἀλληλα ἀει διωκει και ζητει και συγγιγνεταιἐπειτα και οἱ ἀνθρωποι χαιρουσιν περι τουτων αὐτοι τε διαλεγομενοι και ἀλλων ἀκουοντες ἐν τε ἰδιαις συνουσιαις και ἐν ταις ποιησεσινοἱον και περι Ἱερωνος ὁταν διαλεγωνται ἀνθρωποι και Παυσανιου του Λακεδαιμονιου χαιρουσι την Σιμωνιδου συνουσιαν παραφεροντες ἁ τε ἐπραξεν και εἰπεν προς αὐτους	036
και Περιανδρον τον Κορινθιον και Θαλην τον Μιλησιον ὑμνειν εἰωθασιν ἁμα και Περικλεα και Ἀναξαγοραν και Κροισον αὐ και Σολωνα ὡς σοφους και Κυρον ὡς δυναστηνκαι δη ταυτα μιμουμενοι οἱ ποιηται Κρεοντα μεν και Τειρεσιαν συναγουσιν Πολυειδον δε και Μινω Ἀγαμεμνονα δε και Νεστορα και Ὀδυσσεα και Παλαμηδη—ὡς δʼ ἐμοι δοκει και Προμηθεα Διι ταυτῃ πῃ συνηγον οἱ πρωτοι ἀνθρωποι—τουτων δε τους μεν εἰς διαφοραν τους δʼ εἰς φιλιαν ἀλληλοις ἰοντας τους δε τοτε μεν εἰς φιλιαν τοτε δʼ εἰς διαφοραν και τα μεν ὁμονοουντας τα δε διαφερομενους ᾀδουσιπαντα δη ταυτα λεγω τοδε βουλομενος ἐνδειξασθαι ὁτι οὐκ ἐπειδαν ἡμεις τελευτησωμεν και οἱ λογοι οἱ περι ἡμων αὐτων σεσιγησονται	036
ὡστʼ ἐπιμελητεον αὐτων ἐστινἀναγκη γαρ ὡς ἐοικε μελειν ἡμιν και του ἐπειτα χρονου ἐπειδη και τυγχανουσιν κατα τινα φυσιν οἱ μεν ἀνδραποδωδεστατοι οὐδεν φροντιζοντες αὐτου οἱ δʼ ἐπιεικεστατοι παν ποιουντες ὁπως ἀν εἰς τον ἐπειτα χρονον εὐ ἀκουσωσινὁ δη και ἐγω τεκμηριον ποιουμαι ὁτι ἐστιν τις αἰσθησις τοις τεθνεωσιν των ἐνθαδεαἱ γαρ βελτισται ψυχαι μαντευονται ταυτα οὑτως ἐχειν αἱ δε μοχθηροταται οὐ φασι κυριωτερα δε τα των θειων ἀνδρων μαντευματα ἠ τα των μηοἰμαι δʼ ἐγωγε τοις ἐμπροσθεν περι ὡν λεγω εἰ ἐξειη αὐτοις ἐπανορθωσασθαι τας αὑτων συνουσιας πανυ ἀν σπουδασαι ὡστε βελτιω λεγεσθαι περι αὑτων ἠ νυν	036
τουτο οὐν ἡμιν ἐτι συν θεῳ εἰπειν ἐξεστιν εἰ τι ἀρα μη καλως πεπρακται κατα την ἐμπροσθεν συνουσιαν ἐπανορθωσασθαι και ἐργῳ και λογῳπερι γαρ φιλοσοφιαν φημι ἐγω την ἀληθινην δοξαν ἐσεσθαι και λογον ἡμων μεν ὀντων ἐπιεικων βελτιω φαυλων δε τοὐναντιονκαιτοι περι τουτου ἡμεις ἐπιμελουμενοι οὐδεν ἀν εὐσεβεστερον πραττοιμεν οὐδʼ ἀμελουντες ἀσεβεστερονὡς δη δει γιγνεσθαι και το δικαιον ᾑ ἐχει ἐγω φρασωἠλθον ἐγω εἰς Σικελιαν δοξαν ἐχων πολυ των ἐν φιλοσοφιᾳ διαφερειν βουλομενος δε ἐλθων εἰς Συρακουσας συμμαρτυρα λαβειν σε ἱνα μοι τιμῳτο φιλοσοφια και παρα τῳ πληθειτουτο δʼ οὐκ εὐαγες μοι ἀπεβητο δʼ αἰτιον οὐ λεγω ὁπερ ἀν πολλοι εἰποιεν ἀλλʼ ὁτι ἐφαινου οὐ πανυ ἐμοι πιστευειν συ ἀλλʼ ἐμε μεν πως ἀποπεμψασθαι ἐθελειν ἑτερους δε μεταπεμψασθαι και ζητειν το πραγμα τι το ἐμον ἐστιν ἀπιστων ὡς ἐμοι δοκει	036
και οἱ ἐπι τουτοις βοωντες πολλοι ἠσαν λεγοντες ὡς συ ἐμου μεν καταπεφρονηκας ἀλλα δʼ ἐσπουδακαςταυτα δη διαβεβοηταιὁ δη μετα ταυτα δικαιον ἐστι ποιειν ἀκουε ἱνα σοι και ἀποκρινωμαι ὁ συ ἐρωτᾳς πως χρη ἐχειν ἐμε και σε προς ἀλληλουςεἰ μεν ὁλως φιλοσοφιας καταπεφρονηκας ἐαν χαιρειν εἰ δε παρʼ ἑτερου ἀκηκοας ἠ αὐτος βελτιονα ηὑρηκας των παρʼ ἐμοι ἐκεινα τιμαεἰ δʼ ἀρα τα παρʼ ἡμων σοι ἀρεσκει τιμητεον και ἐμε μαλιστανυν οὐν ὡσπερ και ἐξ ἀρχης συ καθηγου ἑψομαι δε ἐγωτιμωμενος γαρ ὑπο σου τιμησω σε μη τιμωμενος δε ἡσυχιαν ἑξωἐτι δε συ μεν ἐμε τιμων και τουτου καθηγουμενος φιλοσοφιαν δοξεις τιμαν και αὐτο τουτο ὁτι διεσκοπεις και ἀλλους προς πολλων εὐδοξιαν σοι οἰσει ὡς φιλοσοφῳ ὀντι	036
ἐγω δε σε τιμων μη τιμωντα πλουτον δοξω θαυμαζειν τε και διωκειν τουτο δʼ ἰσμεν ὁτι παρα πασιν ὀνομα οὐ καλον ἐχειὡς δʼ ἐν κεφαλαιῳ εἰπειν σου μεν τιμωντος ἀμφοτεροις κοσμος ἐμου δε ὀνειδος ἀμφοινπερι μεν οὐν τουτων ταυτατο δε σφαιριον οὐκ ὀρθως ἐχειδηλωσει δε σοι Ἀρχεδημος ἐπειδαν ἐλθῃκαι δη και περι τουδε ὁ δη τουτου τιμιωτερον τʼ ἐστιν και θειοτερον και μαλα σφοδρʼ αὐτῳ δηλωτεον ὑπερ οὑ συ πεπομφας ἀπορουμενοςφς γαρ δη κατα τον ἐκεινου λογον οὐχ ἱκανως ἀποδεδειχθαι σοι περι της του πρωτου φυσεωςφραστεον δη σοι διʼ αἰνιγμων ἱνʼ ἀν τι ἡ δελτος ἠ ποντου ἠ γης ἐν πτυχαις παθῃ ὁ ἀναγνους μη γνῳ	036
